address,price,village,direction,renovation,square,lease_way,floor,area,layout
朝阳,15 ,合租 - 次卧 - 男女不限,低层/共22层,1900,精装修,三元桥,三源里小区(北小街小区),3室1厅1卫,南
海淀,24 ,合租 - 主卧 - 男女不限,低层/共6层,2100,精装修,清河,宝盛里,3室1厅1卫,南
昌平,20 ,合租 - 主卧 - 男女不限,高层/共6层,800,精装修,昌平县城,北城根,4室1厅1卫,南
丰台,18 ,合租 - 主卧 - 男女不限,中层/共15层,1850,精装修,角门,新新天第(三星庄2号院),2室1厅1卫,南
石景山,20 ,合租 - 主卧 - 男女不限,5层,2230,豪华装修,古城,首钢古城单身宿舍,1室1厅1卫,南共
丰台,26 ,合租 - 次卧 - 男女不限,低层/共28层,2460,精装修,丽泽桥,丽新怡园,2室1厅1卫,南
朝阳,25 ,合租 - 主卧 - 男女不限,低层/共18层,2500,精装修,工体,工体西里小区,2室1厅1卫,南
通州,28 ,合租 - 主卧 - 男女不限,低层/共11层,1620,精装修,北关,翠福园,2室1厅1卫,南
海淀,20 ,合租 - 主卧 - 男女不限,中层/共12层,3000,豪华装修,西二旗,智学苑,3室1厅1卫,南
通州,30 ,合租 - 主卧 - 男女不限,中层/共8层,1200,精装修,马驹桥,商业街干部楼东楼,3室2厅1卫,南北
大兴,14 ,合租 - 次卧 - 男女不限,中层/共6层,1400,精装修,西红门,兴海家园星苑,2室1厅1卫,南
丰台,20 ,合租 - 主卧 - 男女不限,高层/共6层,2200,精装修,六里桥,六里桥北里,3室1厅1卫,南
西城,16 ,合租 - 次卧 - 男女不限,高层/共25层,3000,精装修,德胜门,新风街1号院,3室2厅2卫,东南
昌平,50 ,合租 - 主卧 - 男女不限,中层/共8层,2000,精装修,昌平县城,唐人府,1室1厅1卫,南
朝阳,20 ,合租 - 主卧 - 男女不限,低层/共28层,2000,中等装修,望京,首开知语城,2室1厅1卫,南
石景山,30 ,合租 - 主卧 - 男女不限,中层/共12层,2450,精装修,玉泉路,玉泉路11号院,3室1厅1卫,南
renovation,address,price,area,floor,direction,village,square,lease_way,layout
精装修,天通苑,1200,昌平,中层/共11层,南,天通苑北一区,26 ,合租 - 次卧 - 男女不限,1室1厅1卫
精装修,西坝河,3000,朝阳,中层/共10层,南,光熙家园,30 ,合租 - 主卧 - 男女不限,3室1厅1卫
豪华装修,天通苑,4800,昌平,中层/共6层,南北,天通东苑二区,118,整租,2室2厅2卫
精装修,九棵树,5000,通州,中层/共23层,南北,通大家园,126,整租,3室2厅1卫
精装修,清河,5000,海淀,中层/共16层,西南,强佑清河新城西区,52 ,整租,1室1厅1卫
精装修,天通苑,1200,昌平,高层/共12层,东,天通苑北一区,18 ,合租 - 次卧 - 男女不限,3室1厅2卫
简单装修,定慧寺,5100,海淀,高层/共6层,南北,定慧北里,63 ,整租,2室1厅1卫
精装修,右安门,4500,丰台,高层/共6层,南,开阳里二区,60 ,整租,1室1厅1卫
精装修,学院路,6100,海淀,低层/共16层,东,石油大院,61.,整租,2室1厅1卫
,四惠,2400,朝阳,信息,暂无, ,24 ,合租 - 主卧 - 男女不限,4室1厅1卫
精装修,立水桥,1500,昌平,高层/共12层,南,合立方,18 ,合租 - 次卧 - 男女不限,3室1厅2卫
简单装修,七里庄,11000,丰台,高层/共15层,南北,西局欣园南区,155,整租,3室1厅1卫
精装修,潘家园,2200,朝阳,中层/共28层,南,弘善家园,16 ,合租 - 次卧 - 男女不限,3室1厅1卫
,马连洼,2850,海淀,信息,暂无,裕和嘉园,26 ,合租 - 主卧 - 男女不限,2室1厅1卫
精装修,双井,7700,朝阳,高层/共27层,西南,百环家园,95 ,整租,2室1厅1卫
精装修,马连道,5500,宣武,中层/共24层,南,马连道中里一区,75 ,整租,2室1厅1卫
精装修,回龙观,2000,昌平,高层/共6层,南,慧华苑,25 ,合租 - 主卧 - 男女不限,3室1厅1卫
豪华装修,玉泉路,5300,海淀,低层/共6层,南北,玉海园二里,76 ,整租,2室2厅1卫
,上地,2800,海淀,信息,暂无,裕和嘉园,28 ,合租 - 主卧 - 男女不限,3室1厅1卫
精装修,望京,2400,朝阳,高层/共6层,南,世安家园,26 ,合租 - 主卧 - 男女不限,3室1厅1卫
精装修,高碑店,2500,朝阳,中层/共6层,南,兴隆家园南区,30 ,合租 - 主卧 - 男女不限,2室1厅1卫
精装修,右安门,5000,丰台,中层/共28层,南,西铁营小区,58 ,整租,2室1厅1卫
精装修,青塔,5800,丰台,高层/共9层,南北,长安新城一区,99 ,整租,2室2厅1卫
,孙河,2280,朝阳,信息,暂无,康营家园15期,20 ,合租 - 主卧 - 男女不限,3室1厅1卫
毛坯,窦店,1500,房山,高层/共15层,南北,北京城建琨廷,89 ,整租,2室1厅1卫
精装修,东四,10000,东城,中层/共10层,北,俊景苑,64 ,整租,1室1厅1卫
精装修,太阳宫,13000,朝阳,低层/共30层,南,太阳公元,90 ,整租,2室2厅1卫
简单装修,沙河,4000,昌平,中层/共15层,南北,北街家园八区,145,整租,3室1厅2卫
精装修,北沙滩,2200,朝阳,中层/共6层,南,北沙滩1号院,23 ,合租 - 主卧 - 男女不限,3室1厅1卫
精装修,双井,12000,朝阳,中层/共25层,西北,富力城C区,91 ,整租,2室1厅1卫
精装修,木樨园,1700,丰台,中层/共15层,南,南曦大厦,25 ,合租 - 主卧 - 男女不限,3室1厅1卫
精装修,昌平县城,2000,昌平,高层/共6层,南北,鑫基家园,70 ,整租,2室1厅1卫
精装修,望京,3500,朝阳,中层/共21层,南,望京西园三区,35 ,合租 - 主卧 - 男女不限,3室1厅2卫
,大望路,3290,朝阳,信息,暂无, ,25 ,合租 - 主卧 - 男女不限,3室1厅1卫
,黄村,1600,大兴,信息,暂无,兴水家园,15 ,合租 - 次卧 - 男女不限,3室1厅1卫
精装修,城区,1300,燕郊,低层/共22层,东西,天洋城,57 ,整租,2室1厅1卫
,昌平县城,1250,昌平,信息,暂无, ,25 ,合租 - 次卧 - 男女不限,3室2厅2卫
精装修,后沙峪,6200,顺义,低层/共12层,南,艾迪城,65 ,整租,2室2厅2卫
精装修,西坝河,3500,朝阳,中层/共12层,南北,光熙门北里,30 ,合租 - 主卧 - 男女不限,3室1厅1卫
price,village,layout,area,renovation,lease_way,address,direction,square,floor
1400,交大静园,3室1厅1卫,海淀,精装修,合租 - 次卧 - 男女不限,大钟寺,南,13 ,中层/共6层
2500,和平里六区,3室1厅1卫,东城,精装修,合租 - 主卧 - 男女不限,和平里,南,20 ,低层/共12层
4200,古城南里,2室1厅1卫,石景山,精装修,整租,古城,南北,68 ,高层/共16层
29000,北京科技会展中心公寓,3室1厅2卫,海淀,精装修,整租,中关村,南,220,中层/共18层
8800,顶秀青溪,3室1厅1卫,昌平,豪华装修,整租,立水桥,南北,130,高层/共15层
1300,百嘉城,3室1厅2卫,昌平,精装修,合租 - 主卧 - 男女不限,回龙观,南,18 ,中层/共12层
1700,望京新城,3室1厅1卫,朝阳,精装修,合租 - 次卧 - 男女不限,望京,南,20 ,中层/共27层
3000,东兴第二社区,1室1厅1卫,顺义,精装修,整租,顺义城区,南北,60 ,低层/共6层
8300,澳洲康都,2室1厅1卫,朝阳,精装修,整租,望京,东南,79.,高层/共17层
2000,东亚尚品台湖,1室1厅1卫,通州,精装修,整租,次渠,东,40 ,中层/共15层
6500,白家庄北里,2室1厅1卫,朝阳,精装修,整租,三里屯,南,57.,中层/共13层
5000,翠成馨园,2室2厅1卫,朝阳,精装修,整租,垡头,西南,75 ,中层/共30层
7500,金泰先锋,2室2厅1卫,朝阳,豪华装修,整租,百子湾,南北,100,中层/共10层
2400,永泰园北区,3室1厅1卫,海淀,精装修,合租 - 次卧 - 男女不限,清河,南,20 ,中层/共6层
2000,迈豪时代,3室1厅1卫,西城,,合租 - 主卧 - 男女不限,西直门,暂无,23 ,信息
1500,龙腾苑四区,3室1厅2卫,昌平,精装修,合租 - 次卧 - 男女不限,回龙观,西,18 ,中层/共6层
6300,欧园北欧印象,2室1厅1卫,宣武,简单装修,整租,广安门内,南,72 ,高层/共28层
4000,翠林漫步一期,3室1厅2卫,房山,简单装修,整租,长阳,南北,90 ,高层/共8层
6660,天秀花园安和园,2室1厅1卫,海淀,精装修,整租,马连洼,南北,78 ,高层/共6层
13500,润枫水尚(东区),2室1厅2卫,朝阳,精装修,整租,朝青板块,南北,122,高层/共10层
2000,十里堡北里,3室1厅2卫,朝阳,精装修,合租 - 主卧 - 男女不限,十里堡,南,22 ,中层/共28层
53000,莱蒙湖,6室4厅5卫,顺义,豪华装修,整租,后沙峪,南,547,北共3层
2300, ,4室1厅3卫,朝阳,,合租 - 主卧 - 男女不限,北苑,暂无,252,信息
2800,西局南街小区,2室1厅1卫,丰台,,合租 - 次卧 - 限女生,丽泽桥,暂无,75 ,信息
6600,柳浪家园北里,3室1厅1卫,海淀,精装修,整租,马连洼,南北,80 ,中层/共10层
4500,望园东里小区,1室1厅1卫,丰台,精装修,整租,七里庄,南,70 ,高层/共12层
3200,鑫苑小区,1室1厅1卫,通州,精装修,整租,通州北苑,南,65 ,中层/共6层
900,望春园,2室1厅1卫,朝阳,,合租 - 隔断 - 男女不限,北苑,暂无,12 ,信息
4500,次渠嘉园 次去锦园 次渠南里 次渠北里,3室1厅1卫,通州,精装修,整租,次渠,南,99 ,中层/共24层
4800,首开国风美唐朗观,1室1厅1卫,昌平,精装修,整租,回龙观,南,50 ,高层/共21层
5500,安华里一区,2室1厅1卫,朝阳,精装修,整租,安贞,南,70 ,低层/共6层
1800,金泰先锋,3室1厅2卫,朝阳,精装修,合租 - 次卧 - 男女不限,国贸,北,16 ,中层/共10层
1500,福城上上城五期,2室2厅1卫,燕郊,精装修,整租,东市区,南北,87 ,低层/共28层
1300,纳丹堡,1室1厅1卫,燕郊,,整租,燕顺路,西,66 ,高层/共18层
5500,似海怡家,1室1厅1卫,宣武,豪华装修,整租,广安门内,东,45 ,低层/共25层
1400,福泽御园北区,2室1厅1卫,燕郊,精装修,整租,东市区,南,81 ,低层/共24层
1850,京旺家园七区,3室1厅1卫,朝阳,精装修,合租 - 次卧 - 男女不限,大山子,北,18 ,中层/共11层
4000,西单地铁附近独立单间带阳台有wifi,2室1厅1卫,西城,,合租 - 主卧 - 男女不限,西单,暂无,20 ,信息
10000,首城国际中心,1室1厅1卫,朝阳,精装修,整租,双井,东,72.,高层/共16层
2500,天通苑西三区,3室1厅2卫,昌平,,合租 - 主卧 - 男女不限,天通苑,暂无,38 ,信息
6200,阜成门南大街,2室1厅1卫,西城,精装修,整租,阜成门,东西,60 ,低层/共14层
6800,橡胶研究设计院家属院,3室1厅1卫,海淀,精装修,整租,田村,南北,100,高层/共6层
4500,社科院机关宿舍楼,1室1厅1卫,西城,豪华装修,整租,西直门,南,50 ,低层/共6层
1980,东华门小区,3室1厅1卫,东城,豪华装修,合租 - 主卧 - 男女不限,王府井,南,19 ,中层/共19层
2200,龙跃苑东四区,3室1厅2卫,昌平,精装修,合租 - 主卧 - 男女不限,回龙观,南,30 ,中层/共6层
1200,东坝小区,1室0厅1卫,朝阳,精装修,整租,东坝,南共,20 ,3层
1800, ,3室1厅1卫,通州,,合租 - 主卧 - 男女不限,北关,暂无,94 ,信息
3800,永泰东里,1室1厅1卫,海淀,中等装修,整租,清河,西,45 ,中层/共6层
4000,周庄嘉园B区,1室1厅1卫,朝阳,豪华装修,整租,大望路,南北,56 ,中层/共28层
850,天通苑西二区,2室1厅2卫,昌平,精装修,合租 - 次卧 - 男女不限,天通苑,南,21 ,中层/共22层
1200,商业街干部楼东楼,3室2厅1卫,通州,精装修,合租 - 主卧 - 男女不限,马驹桥,南北,30 ,中层/共8层
1600,育慧西里,3室1厅1卫,朝阳,精装修,合租 - 主卧 - 男女不限,亚运村小营,南,17 ,中层/共20层
2800,新源街小区,3室1厅1卫,朝阳,精装修,合租 - 隔断 - 男女不限,三元桥,南北,14 ,低层/共6层
7800,天时名苑,3室2厅2卫,通州,豪华装修,整租,通州北苑,南北,125,中层/共30层
2700,中海城圣朝菲,3室1厅1卫,丰台,精装修,合租 - 主卧 - 男女不限,成寿寺,南,38 ,中层/共25层
1300,次渠锦园小区,3室1厅1卫,通州,豪华装修,合租 - 主卧 - 男女不限,次渠,南,15 ,高层/共24层
2200,世纪村(一区),3室1厅1卫,朝阳,精装修,合租 - 主卧 - 男女不限,亚运村小营,南,24 ,低层/共14层
1800,朱辛庄南区,3室1厅2卫,昌平,精装修,合租 - 次卧 - 男女不限,回龙观,南,20 ,中层/共6层
1620,翠福园,2室1厅1卫,通州,精装修,合租 - 主卧 - 男女不限,北关,南,28 ,低层/共11层
2400,甜水园西里,2室1厅1卫,朝阳,豪华装修,合租 - 主卧 - 男女不限,团结湖,南,18 ,低层/共6层
12800,纳帕尔湾,5室3厅5卫,顺义,精装修,整租,顺义城区,南,406,北共2层
800,马驹桥小周易村附近,1室1厅1卫,通州,,合租 - 主卧 - 男女不限,马驹桥,暂无,26 ,信息
9000,苹果社区(北区),1室1厅1卫,朝阳,精装修,整租,双井,南,93.,高层/共21层
1000,天通苑西三区,3室1厅2卫,昌平,精装修,合租 - 次卧 - 男女不限,天通苑,南,25 ,中层/共18层
3200,八家嘉苑,1室1厅1卫,海淀,,合租 - 主卧 - 男女不限,清华大学,暂无,20 ,信息
9500,澳林春天三期,2室2厅2卫,朝阳,精装修,整租,北沙滩,南北,120,中层/共6层
6500,海淀南路3号楼,2室1厅1卫,海淀,精装修,整租,中关村,南,62 ,中层/共18层
3900,新荣家园,3室1厅2卫,朝阳,,合租 - 主卧 - 男女不限,亚运村,暂无,30 ,信息
3600,西派国际公寓,1室1厅1卫,西城,精装修,整租,官园,南北,45 ,中层/共12层
1900,科源社区,3室1厅1卫,海淀,精装修,合租 - 主卧 - 男女不限,中关村,南,15 ,中层/共12层
600,东关北里,1室1厅1卫,昌平,,合租 - 主卧 - 男女不限,昌平县城,暂无,25 ,信息
5500,观典琥珀堡,1室1厅1卫,朝阳,豪华装修,整租,亚运村小营,东,60 ,高层/共6层
4000,安化北里,1室1厅1卫,崇文,精装修,整租,广渠门,南,50 ,高层/共6层
1650, ,2室1厅1卫,朝阳,,合租 - 次卧 - 男女不限,呼家楼,暂无,18 ,信息
4200,新龙城,1室1厅1卫,昌平,精装修,整租,龙泽,南,57 ,中层/共12层
1500,绿色家园,2室2厅1卫,北京周边,,整租,其他,南,85 ,中层/共6层
6500,龙跃苑东五区,3室2厅2卫,昌平,精装修,整租,回龙观,南北,105,低层/共6层
5100,松榆东里,2室1厅1卫,朝阳,,整租,潘家园,南,60 ,低层/共18层
2500,南湖东园(一区),3室1厅1卫,朝阳,精装修,合租 - 主卧 - 男女不限,望京,南,30 ,低层/共6层
1700,聚福苑,3室1厅1卫,朝阳,精装修,合租 - 主卧 - 男女不限,定福庄,南,20 ,高层/共6层
4500,白领家园,1室1厅1卫,朝阳,精装修,整租,高碑店,东西,43 ,中层/共16层
3000,绿地财富中心,1室1厅1卫,大兴,精装修,整租,高米店,东,50 ,低层/共16层
5500,晶城秀府,1室2厅1卫,丰台,精装修,整租,方庄,南,68 ,中层/共18层
3300,威尔夏大道小区,1室1厅1卫,丰台,精装修,整租,六里桥,南,40 ,中层/共12层
3800,湾子街社区,1室1厅1卫,宣武,精装修,整租,马连道,南,50 ,低层/共6层
900,咸宁侯村南口,1室1厅1卫,朝阳,,合租 - 主卧 - 男女不限,双桥,暂无,20 ,信息
5800,世纪城三期晨月园,1室1厅1卫,海淀,精装修,整租,世纪城,南,61 ,中层/共20层
2150,慧忠北里第二社区,3室2厅1卫,朝阳,简单装修,合租 - 次卧 - 男女不限,亚运村,南,26 ,中层/共18层
700,姚家园东里,3室1厅1卫,朝阳,中等装修,合租 - 隔断 - 男女不限,朝阳公园,南,10 ,中层/共16层
4900,金顶街四区,2室1厅1卫,石景山,豪华装修,整租,八宝山,东南,69 ,中层/共16层
3000,大峪南路,3室1厅1卫,门头沟,简单装修,整租,大峪,南,70 ,北共4层
7000,长河湾小区,1室1厅1卫,海淀,精装修,整租,交通大学,南,80 ,中层/共12层
1200,次渠嘉园四区,3室1厅1卫,通州,,合租 - 次卧 - 男女不限,次渠,暂无,12 ,信息
5300,融泽嘉园六号院(东区),2室1厅1卫,海淀,精装修,整租,西二旗,南,70 ,中层/共34层
6500,垂杨柳北里,2室2厅1卫,朝阳,,整租,双井,南共,85 ,4层
3200,太平街17号院,2室1厅1卫,宣武,,合租 - 主卧 - 男女不限,陶然亭,暂无,28 ,信息
6500,大钟寺小区,2室1厅1卫,海淀,精装修,整租,大钟寺,南,65 ,高层/共16层
1700,大牛坊(二期),3室1厅1卫,海淀,精装修,合租 - 主卧 - 男女不限,西北旺,南,25 ,低层/共15层
6700,芳城园一区,3室1厅1卫,丰台,精装修,整租,方庄,西,110,中层/共28层
4400,垡头西里,2室1厅1卫,朝阳,精装修,整租,欢乐谷,南北,60 ,中层/共6层
5100,小南庄社区,2室1厅1卫,海淀,精装修,整租,苏州桥,南北,63 ,中层/共6层
3300,玉泉西街1号院,2室1厅1卫,石景山,精装修,整租,永乐,南,65 ,中层/共6层
4100,中建国际港,2室2厅1卫,大兴,精装修,整租,黄村,西南,90 ,中层/共20层
6000,云趣园一区,3室1厅1卫,昌平,精装修,整租,回龙观,南北,115,低层/共6层
6800,百环家园 苹果社区 首城国际 九龙花园  时代国际 金港国际 东方雅苑 易构空间 风度柏林 珠江帝景,1室0厅1卫,朝阳,精装修,整租,双井,南,68 ,中层/共26层
750,碧海园,1室0厅1卫,北京周边,,整租,其他,西共,36 ,4层
3200,东亚逸品阁,2室2厅1卫,通州,精装修,整租,永顺,南北,95 ,中层/共28层
2900,罗庄西里,3室1厅1卫,海淀,精装修,合租 - 主卧 - 男女不限,知春路,东南,22 ,中层/共18层
2500,荣丰2008,1室1厅1卫,西城,精装修,整租,广安门外,北,28 ,高层/共20层
3500,中国铁建青秀尚城,2室1厅1卫,昌平,精装修,整租,南邵镇,南北,85 ,高层/共18层
6300,酒仙桥南路4号院,1室1厅1卫,朝阳,精装修,整租,酒仙桥,南共,38 ,5层
2280,康营家园15期,3室1厅1卫,朝阳,,合租 - 主卧 - 男女不限,孙河,暂无,20 ,信息
3300,中奥广场首站,1室1厅1卫,丰台,豪华装修,整租,长辛店,南北,55 ,低层/共15层
11000,润枫水尚(东区),2室1厅2卫,朝阳,精装修,整租,朝青板块,南,111,中层/共12层
4000,靓景明居 晟世嘉园,2室1厅1卫,通州,精装修,整租,果园,南北,86 ,中层/共11层
1000,迎风一里,2室1厅1卫,房山,简单装修,整租,燕山,南北,60 ,高层/共6层
11000,融科橄榄城(二期),2室2厅1卫,朝阳,,整租,望京,南,106,低层/共28层
3300,管庄西里,1室1厅1卫,朝阳,简单装修,整租,管庄,南北,60 ,中层/共6层
5000,大道尚庭,1室1厅1卫,大兴,豪华装修,整租,亦庄,西南,100,高层/共17层
1300,永定路西里,3室1厅1卫,海淀,精装修,合租 - 次卧 - 男女不限,永定路,北,13 ,中层/共6层
10000,首开铂郡南区,1室1厅1卫,朝阳,精装修,整租,三里屯,西,56 ,低层/共16层
2350,东大桥路小区,3室1厅1卫,朝阳,精装修,合租 - 主卧 - 男女不限,东大桥,南北,25 ,低层/共25层
10500,艾瑟顿国际公寓,2室1厅1卫,海淀,精装修,整租,中关村,东南,110,高层/共25层
5000,本家润园A区,1室1厅1卫,崇文,精装修,整租,崇文门,北,55 ,中层/共15层
7600,融泽嘉园一号院,4室1厅1卫,昌平,精装修,整租,龙泽,南北,115,中层/共34层
19000,西山美墅馆,3室2厅2卫,海淀,豪华装修,整租,西山,南,159,北共3层
1500,国际生态城(北区),2室2厅1卫,密云,精装修,整租,密云城区,南北,95 ,中层/共20层
2500,和泓四季,3室1厅1卫,海淀,精装修,整租,四季青,南,25 ,中层/共9层
7500,安平里,2室1厅1卫,西城,精装修,整租,车公庄,南北,70 ,中层/共6层
4500,小区,3室1厅2卫,昌平,精装修,整租,北七家,南北,145,中层/共8层
2000,华威北里,2室1厅1卫,朝阳,中等装修,合租 - 次卧 - 男女不限,潘家园,南,12 ,中层/共18层
2500,金海国际,2室2厅2卫,朝阳,精装修,合租 - 主卧 - 男女不限,百子湾,南,37 ,中层/共23层
5000,顶秀金石家园,1室1厅1卫,丰台,,整租,宋家庄,南,60 ,中层/共22层
4300,椿楸嘉园,1室0厅0卫,海淀,精装修,整租,四季青,南,60 ,中层/共12层
4700,通惠苑,2室1厅1卫,通州,精装修,整租,通州北苑,南北,100,中层/共18层
1300,复兴路61号,3室1厅1卫,海淀,精装修,合租 - 次卧 - 男女不限,万寿路,北,13 ,中层/共6层
13000,富力城D区,2室2厅1卫,朝阳,精装修,整租,国贸,南北,91 ,低层/共17层
3800,羊各庄新村,3室2厅1卫,昌平,精装修,整租,北七家,南北,130,高层/共6层
6400,霞光里小区,1室1厅1卫,朝阳,中等装修,整租,三元桥,南,36 ,低层/共6层
4300,宋庄路甲12号院,2室1厅1卫,丰台,精装修,整租,刘家窑,南北,65 ,低层/共6层
3400,西直门北大街43号院,2室1厅1卫,西城,精装修,合租 - 主卧 - 男女不限,西直门,东,30 ,中层/共6层
13000,UHN国际村,2室1厅2卫,朝阳,精装修,整租,太阳宫,南,116,中层/共28层
15999,富力城D区,3室2厅2卫,朝阳,豪华装修,整租,双井,东南,126,高层/共21层
4300,玉璞家园,1室1厅1卫,丰台,精装修,整租,七里庄,南,60 ,中层/共22层
26000,富力爱丁堡公馆,4室2厅2卫,朝阳,豪华装修,整租,团结湖,南北,262,高层/共11层
5500,沿海赛洛城南区,1室1厅1卫,朝阳,精装修,整租,百子湾,南,68 ,中层/共22层
3200,宋庄辛店村,2室2厅1卫,通州,,整租,宋庄,南共,150,1层
5900,天怡福园小区,2室1厅1卫,丰台,精装修,整租,宋家庄,南,85 ,中层/共25层
3800,霍营小区,1室1厅1卫,昌平,精装修,整租,霍营,南北,60 ,中层/共6层
3900,车道沟南里小区,1室1厅1卫,海淀,精装修,整租,北洼路,南北,60 ,高层/共12层
1800,营房小区,2室1厅1卫,房山,精装修,整租,房山城关,南北,80 ,高层/共6层
5000,似海怡家,1室1厅1卫,宣武,精装修,整租,牛街,南,55 ,中层/共29层
6000,真武庙六里,1室1厅1卫,西城,精装修,整租,复兴门,南,55 ,中层/共19层
2000,中海城香克林,2室1厅1卫,丰台,精装修,合租 - 主卧 - 男女不限,成寿寺,南,17 ,中层/共26层
1000,弘善家园,3室1厅1卫,朝阳,精装修,合租 - 次卧 - 男女不限,潘家园,南,18 ,中层/共28层
4500,聚福苑,1室2厅1卫,朝阳,精装修,整租,定福庄,南北,68 ,低层/共27层
3400,麓景嘉园,2室1厅2卫,海淀,精装修,整租,温泉,南北,86 ,高层/共6层
8500,太阳园,2室1厅1卫,海淀,简单装修,整租,知春路,南,110,低层/共27层
1960,物资学院3号院,3室1厅1卫,通州,精装修,合租 - 主卧 - 男女不限,北关,南北,27 ,低层/共6层
9500,珠江摩尔公元,3室2厅2卫,昌平,精装修,整租,回龙观,南,185,中层/共15层
3000,富力尚悦居,2室1厅1卫,通州,精装修,整租,马驹桥,南北,96 ,低层/共16层
2600,安翔里,3室1厅2卫,朝阳,精装修,合租 - 主卧 - 男女不限,健翔桥,南,20 ,高层/共6层
2000,北新家园,3室1厅1卫,海淀,精装修,合租 - 次卧 - 男女不限,西三旗,东南,23 ,低层/共12层
2500,中灿苑,4室1厅1卫,朝阳,精装修,合租 - 次卧 - 男女不限,亚运村,西南,15 ,低层/共30层
8500,椿楸嘉园,3室1厅1卫,海淀,豪华装修,整租,四季青,南,140,高层/共10层
5300,亚奥.观典国际公寓,1室1厅1卫,朝阳,精装修,整租,亚运村,南,54 ,中层/共28层
4500,方家胡同小区,1室1厅1卫,东城,精装修,整租,安定门,南共,36 ,1层
600,顺义马坡马卷有两个单间出租,1室0厅0卫,顺义,,整租,马坡,南共,15 ,1层
4300,晓月苑八里,2室1厅1卫,丰台,简单装修,整租,卢沟桥,西北,80 ,中层/共25层
2000,华源一里,1室1厅1卫,丰台,,整租,六里桥,南共,25 ,5层
4600,北平里,2室1厅1卫,朝阳,精装修,整租,首都机场,南北,70 ,中层/共6层
3900,万泉盛景园,1室1厅1卫,丰台,精装修,整租,丽泽桥,南,62 ,中层/共28层
4600,馨悦家园,2室1厅1卫,海淀,精装修,整租,上庄,南北,90 ,中层/共15层
3600,玺萌丽苑,1室1厅1卫,丰台,精装修,整租,草桥,东,30 ,高层/共24层
2388,望春园,2室1厅1卫,朝阳,精装修,合租 - 主卧 - 男女不限,北苑,南,30 ,中层/共26层
2300,宝盛里,1室1厅1卫,海淀,精装修,整租,清河,南共,30 ,1层
8333,金台园小区,1室1厅1卫,怀柔,简单装修,整租,怀柔城区,南共,185,2层
4200,八角南里,2室1厅1卫,石景山,精装修,整租,八角,南北,60 ,高层/共6层
800,  ,3室1厅1卫,大十三里村,,整租,房山,暂无,70 ,信息
3000, ,1室1厅1卫,昌平,精装修,整租,北七家,南,58 ,高层/共18层
5180,万泉盛景园,2室1厅1卫,丰台,精装修,整租,丽泽桥,南,92 ,高层/共28层
1900,南海家园四里,2室1厅1卫,大兴,精装修,合租 - 次卧 - 男女不限,瀛海镇,南,16 ,高层/共18层
3500,城市青年文创园,2室1厅1卫,朝阳,豪华装修,整租,劲松,南,60 ,北共3层
7900,左家庄北里,1室1厅1卫,朝阳,精装修,整租,左家庄,东北,67.,高层/共20层
38000,翠微路甲9号院,1室1厅1卫,海淀,精装修,整租,公主坟,北,358,低层/共6层
18000,国兴家园海赋国际增光佳苑主语家园建设部大院增光佳苑甘家口小区白石桥南景王坟中海馥园白石桥南水科院,3室2厅2卫,海淀,精装修,整租,白石桥,东南,160,中层/共18层
7200,磨房北里,3室1厅1卫,朝阳,简单装修,整租,劲松,东南,73 ,低层/共18层
2700,爱这城三期,4室2厅2卫,朝阳,精装修,合租 - 次卧 - 男女不限,八里庄,南,12 ,高层/共24层
1600,田园风光雅苑西区,3室1厅2卫,昌平,精装修,合租 - 主卧 - 男女不限,回龙观,南,25 ,低层/共6层
2500,东方雅苑 珠江帝景  风度柏林 合生汇,1室1厅1卫,朝阳,精装修,整租,大望路,南北,30 ,高层/共22层
5600,畅春园,3室2厅2卫,海淀,精装修,整租,北京大学,南北,100,低层/共28层
3200,世纪茶贸中心-A座,1室0厅1卫,宣武,精装修,整租,马连道,南北,35 ,高层/共23层
4000,世界之花假日广场,1室1厅1卫,大兴,,整租,旧宫 ,东,40 ,中层/共13层
1500,  ,1室1厅1卫,福泽御园南区,中等装修,整租,燕郊,南,50 ,高层/共23层
2300,团结湖 呼家楼 三里屯,2室1厅1卫,朝阳,精装修,合租 - 主卧 - 男女不限,团结湖,南,26 ,中层/共12层
4700,时代龙和大道,2室2厅1卫,大兴,精装修,整租,黄村,南北,102,中层/共8层
2600, ,2室1厅1卫,昌平,,合租 - 主卧 - 限男生,回龙观,暂无,80 ,信息
4000,丰卉家园,1室1厅1卫,丰台,精装修,整租,五里店,南,62 ,中层/共6层
3100,金地格林格林北区,1室1厅1卫,通州,精装修,整租,北关,南北,65 ,低层/共18层
28000,阳光上东,3室2厅2卫,朝阳,精装修,整租,酒仙桥,南北,198,中层/共32层
4800,芳古园一区,1室1厅1卫,丰台,简单装修,整租,方庄,东南,35 ,高层/共25层
2300,上奥世纪中心,2室1厅1卫,海淀,,合租 - 次卧 - 男女不限,西二旗,暂无,14 ,信息
1100,艺苑西里,3室1厅1卫,通州,,合租 - 次卧 - 男女不限,玉桥,暂无,18 ,信息
5500,吉祥里小区,1室1厅1卫,东城,豪华装修,整租,朝阳门,南北,59 ,低层/共7层
5500,新康街,2室1厅1卫,西城,精装修,整租,积水潭,南北,75 ,中层/共6层
